id,device_id,event_ts,longitude,latitude,vehicles,motorcycles,pedestrians,traffic_condition,trucks
590,0x1000000000010,2023-12-01 10:50:00,-74.57094,6.4820313,20,3,199,low traffic,20
591,0x1000000000001,2023-12-01 10:51:00,-74.73534,7.012884,43,9,217,average traffic,45
592,0x1000000000014,2023-12-01 10:52:00,-74.61879,6.8074555,26,10,202,average traffic,28
593,0x1000000000024,2023-12-01 10:53:00,-75.302635,6.3210974,45,5,208,high congestion,45
594,0x1000000000023,2023-12-01 10:54:00,-74.67567,6.932332,48,6,193,high congestion,49
595,0x100000000001e,2023-12-01 10:55:00,-74.99886,6.716432,29,8,259,clear,29
596,0x100000000001e,2023-12-01 10:56:00,-75.426056,6.5159287,25,7,218,low traffic,27
597,0x100000000000b,2023-12-01 10:57:00,-75.18658,6.8765545,22,8,116,low traffic,23
598,0x1000000000024,2023-12-01 10:58:00,-74.61246,6.264908,16,8,109,average traffic,17
599,0x100000000001b,2023-12-01 10:59:00,-74.8805,7.026956,46,7,104,average traffic,48
600,0x1000000000013,2023-12-01 11:00:00,-74.53619,6.410786,49,7,159,average traffic,50
601,0x1000000000026,2023-12-01 11:01:00,-74.58935,7.044443,42,6,248,average traffic,42
602,0x1000000000008,2023-12-01 11:02:00,-74.979454,6.58329,44,5,241,average traffic,45
603,0x1000000000019,2023-12-01 11:03:00,-74.595276,6.630249,14,6,204,low traffic,16
604,0x1000000000015,2023-12-01 11:04:00,-74.796906,6.9665623,32,6,278,average traffic,32
605,0x100000000000d,2023-12-01 11:05:00,-75.36654,6.872587,18,4,159,low traffic,19
606,0x1000000000012,2023-12-01 11:06:00,-75.22277,6.173667,46,9,175,high congestion,46
607,0x100000000001f,2023-12-01 11:07:00,-75.31963,6.5214114,13,3,290,high congestion,15
608,0x100000000000f,2023-12-01 11:08:00,-75.0001,6.427318,30,10,231,high congestion,30
609,0x1000000000006,2023-12-01 11:09:00,-75.452324,6.436217,21,3,225,low traffic,21
610,0x100000000000d,2023-12-01 11:10:00,-75.43225,6.4440975,49,9,167,low traffic,49
611,0x100000000000e,2023-12-01 11:11:00,-74.758484,6.6589766,24,4,160,low traffic,25
612,0x100000000001f,2023-12-01 11:12:00,-74.72696,7.0489135,10,8,175,average traffic,12
613,0x100000000001a,2023-12-01 11:13:00,-74.55279,6.5163283,45,5,278,average traffic,45
614,0x1000000000022,2023-12-01 11:14:00,-74.61336,6.7640195,26,3,109,average traffic,27
615,0x100000000000b,2023-12-01 11:15:00,-75.33054,6.4040074,49,6,209,low traffic,50
616,0x1000000000010,2023-12-01 11:16:00,-75.0771,6.420825,29,7,117,clear,30
617,0x1000000000011,2023-12-01 11:17:00,-74.46777,6.937974,24,6,134,average traffic,24
618,0x100000000001c,2023-12-01 11:18:00,-75.44641,7.0658298,49,3,160,high congestion,49
619,0x1000000000023,2023-12-01 11:19:00,-74.97485,6.821662,17,4,295,low traffic,19
620,0x1000000000001,2023-12-01 11:20:00,-74.79749,6.655615,47,9,160,high congestion,48
621,0x1000000000003,2023-12-01 11:21:00,-75.03044,6.997386,16,3,135,clear,18
622,0x1000000000005,2023-12-01 11:22:00,-74.64277,6.6086154,16,1,125,clear,18
623,0x1000000000022,2023-12-01 11:23:00,-75.23986,6.4890957,13,9,189,low traffic,14
624,0x1000000000010,2023-12-01 11:24:00,-75.13447,6.816942,12,7,148,clear,12
625,0x1000000000022,2023-12-01 11:25:00,-75.108604,6.7666616,15,1,256,clear,15
626,0x1000000000026,2023-12-01 11:26:00,-75.047295,7.0344005,46,7,142,low traffic,47
627,0x1000000000003,2023-12-01 11:27:00,-75.13071,6.833082,49,5,189,average traffic,50
628,0x1000000000019,2023-12-01 11:28:00,-75.1329,6.9655275,44,2,241,low traffic,45
629,0x1000000000015,2023-12-01 11:29:00,-74.740364,6.561684,46,5,112,average traffic,46
630,0x1000000000011,2023-12-01 11:30:00,-75.19296,6.627578,15,10,175,average traffic,17
631,0x1000000000000,2023-12-01 11:31:00,-74.65818,6.2400765,42,6,157,low traffic,44
632,0x1000000000021,2023-12-01 11:32:00,-75.25718,6.2719235,27,9,257,average traffic,28
633,0x1000000000018,2023-12-01 11:33:00,-74.65811,7.1445994,30,2,120,average traffic,32
634,0x1000000000010,2023-12-01 11:34:00,-74.56169,6.5467978,25,8,145,low traffic,26
635,0x100000000000c,2023-12-01 11:35:00,-75.19226,6.4250083,18,4,292,clear,20
636,0x1000000000019,2023-12-01 11:36:00,-74.824135,6.524673,36,8,201,low traffic,36
637,0x1000000000019,2023-12-01 11:37:00,-74.85063,6.882275,35,3,238,high congestion,36
638,0x1000000000013,2023-12-01 11:38:00,-75.34266,6.5386477,20,6,130,average traffic,20
639,0x1000000000002,2023-12-01 11:39:00,-75.059105,6.7576833,42,4,190,high congestion,42
640,0x1000000000013,2023-12-01 11:40:00,-74.499695,6.466171,43,3,162,average traffic,43
641,0x100000000000f,2023-12-01 11:41:00,-75.03784,6.7191534,35,7,195,average traffic,35
642,0x1000000000003,2023-12-01 11:42:00,-74.6501,6.5451617,40,6,130,average traffic,41
643,0x100000000000a,2023-12-01 11:43:00,-75.16653,6.789905,44,1,227,high congestion,46
644,0x1000000000027,2023-12-01 11:44:00,-75.18071,6.638221,21,4,204,average traffic,21
645,0x100000000000f,2023-12-01 11:45:00,-74.77552,6.821701,20,5,286,low traffic,22
646,0x100000000001b,2023-12-01 11:46:00,-75.23096,6.911668,19,9,211,average traffic,21
647,0x100000000001a,2023-12-01 11:47:00,-75.36829,6.8585553,21,6,107,low traffic,22
648,0x1000000000005,2023-12-01 11:48:00,-74.66301,6.375839,26,1,280,average traffic,26
649,0x100000000001a,2023-12-01 11:49:00,-75.353806,6.595561,33,5,153,low traffic,35
650,0x1000000000014,2023-12-01 11:50:00,-74.56868,6.7428436,50,10,148,low traffic,51
651,0x1000000000002,2023-12-01 11:51:00,-75.433464,6.176283,13,3,189,clear,14
652,0x1000000000018,2023-12-01 11:52:00,-75.360565,6.260808,37,9,180,average traffic,38
653,0x1000000000017,2023-12-01 11:53:00,-74.93176,7.068806,35,3,213,average traffic,36
654,0x100000000000c,2023-12-01 11:54:00,-74.81286,6.150438,11,5,234,high congestion,12
655,0x1000000000020,2023-12-01 11:55:00,-75.30614,6.6228447,12,6,166,low traffic,13
656,0x1000000000006,2023-12-01 11:56:00,-75.11325,6.6212974,12,9,104,high congestion,14
657,0x100000000000a,2023-12-01 11:57:00,-74.48351,6.2398725,14,6,136,clear,15
658,0x1000000000024,2023-12-01 11:58:00,-74.89644,6.777377,26,5,281,average traffic,27
659,0x1000000000007,2023-12-01 11:59:00,-75.21281,6.336692,32,4,108,low traffic,32
660,0x1000000000014,2023-12-01 12:00:00,-74.60849,6.5041037,24,9,286,low traffic,24
661,0x1000000000012,2023-12-01 12:01:00,-74.63936,6.6787605,42,7,259,high congestion,42
662,0x100000000001c,2023-12-01 12:02:00,-75.34634,6.8082523,35,9,131,high congestion,35
663,0x1000000000007,2023-12-01 12:03:00,-75.328865,6.479489,36,5,192,clear,36
664,0x1000000000023,2023-12-01 12:04:00,-75.16731,7.1129475,26,5,201,average traffic,26
665,0x1000000000007,2023-12-01 12:05:00,-75.45258,6.9420667,23,5,105,average traffic,25
666,0x1000000000019,2023-12-01 12:06:00,-74.56883,6.9296722,28,6,182,clear,28
667,0x1000000000020,2023-12-01 12:07:00,-74.84566,6.1726375,11,8,258,average traffic,12
668,0x1000000000024,2023-12-01 12:08:00,-74.54099,6.727084,46,7,119,low traffic,46
669,0x1000000000023,2023-12-01 12:09:00,-74.981415,6.7759986,20,5,213,clear,21
670,0x1000000000020,2023-12-01 12:10:00,-75.222626,6.4431357,37,3,287,average traffic,37
671,0x1000000000019,2023-12-01 12:11:00,-75.20192,6.4498425,43,4,236,low traffic,45
672,0x100000000001d,2023-12-01 12:12:00,-75.46232,7.139817,13,3,160,average traffic,15
673,0x1000000000008,2023-12-01 12:13:00,-74.7964,6.7936573,23,2,122,low traffic,23
674,0x100000000000b,2023-12-01 12:14:00,-75.40513,6.3411593,26,1,178,low traffic,26
675,0x1000000000013,2023-12-01 12:15:00,-75.3498,6.7250595,32,6,138,low traffic,34
676,0x1000000000011,2023-12-01 12:16:00,-74.64105,6.795027,23,10,131,low traffic,24
677,0x100000000000b,2023-12-01 12:17:00,-75.19298,6.9749126,30,4,260,low traffic,30
678,0x100000000001b,2023-12-01 12:18:00,-74.54897,6.456778,27,5,225,low traffic,29
679,0x100000000001e,2023-12-01 12:19:00,-74.63966,6.907954,34,9,163,average traffic,34
680,0x100000000000a,2023-12-01 12:20:00,-75.1139,6.577444,28,3,197,low traffic,30
681,0x1000000000022,2023-12-01 12:21:00,-75.02987,6.38943,17,9,182,high congestion,17
682,0x1000000000012,2023-12-01 12:22:00,-74.93494,6.2316146,37,5,189,high congestion,37
683,0x100000000000f,2023-12-01 12:23:00,-74.63678,6.3226295,13,10,286,average traffic,13
684,0x1000000000013,2023-12-01 12:24:00,-74.94097,7.099247,41,3,209,average traffic,41
685,0x100000000000a,2023-12-01 12:25:00,-75.28682,6.425399,25,3,188,high congestion,26
686,0x1000000000000,2023-12-01 12:26:00,-75.109955,6.883749,45,7,273,low traffic,46
687,0x1000000000017,2023-12-01 12:27:00,-74.532135,6.9684443,43,9,253,average traffic,43
688,0x1000000000013,2023-12-01 12:28:00,-74.7432,6.1651635,31,2,235,clear,33
689,0x100000000000b,2023-12-01 12:29:00,-75.02353,6.24255,40,4,256,average traffic,40
690,0x1000000000009,2023-12-01 12:30:00,-75.0476,6.435297,47,1,183,high congestion,47
691,0x1000000000011,2023-12-01 12:31:00,-75.20152,6.6781535,23,4,103,clear,24
692,0x1000000000026,2023-12-01 12:32:00,-74.79881,6.91825,40,2,101,low traffic,41
693,0x100000000000e,2023-12-01 12:33:00,-75.07115,6.5650244,13,3,124,average traffic,15
694,0x100000000000f,2023-12-01 12:34:00,-75.268845,6.592826,13,3,102,average traffic,15
695,0x1000000000006,2023-12-01 12:35:00,-74.548,6.872897,37,8,186,low traffic,38
696,0x1000000000019,2023-12-01 12:36:00,-74.68196,6.4610677,22,7,152,low traffic,23
697,0x1000000000002,2023-12-01 12:37:00,-75.31105,6.8273997,32,9,298,high congestion,34
698,0x100000000001f,2023-12-01 12:38:00,-75.339745,6.520316,41,8,247,low traffic,41
699,0x1000000000001,2023-12-01 12:39:00,-75.288055,6.277941,26,5,263,clear,28
700,0x1000000000022,2023-12-01 12:40:00,-74.90503,6.6659718,47,1,156,average traffic,47
701,0x1000000000000,2023-12-01 12:41:00,-74.804985,6.9680924,21,7,210,high congestion,22
702,0x100000000000c,2023-12-01 12:42:00,-74.79056,6.525758,20,3,176,low traffic,20
703,0x1000000000003,2023-12-01 12:43:00,-74.72347,6.6511364,24,4,197,average traffic,24
704,0x1000000000003,2023-12-01 12:44:00,-74.951355,7.1235776,16,8,224,low traffic,17
705,0x1000000000003,2023-12-01 12:45:00,-74.5067,7.124341,26,4,200,low traffic,27
706,0x1000000000015,2023-12-01 12:46:00,-74.47486,6.9426646,17,8,238,high congestion,17
707,0x1000000000019,2023-12-01 12:47:00,-75.3252,6.7314954,33,5,160,clear,34
708,0x1000000000008,2023-12-01 12:48:00,-74.55303,6.9013114,17,2,264,low traffic,17
709,0x1000000000009,2023-12-01 12:49:00,-75.2917,6.9903336,18,5,227,clear,19
710,0x1000000000027,2023-12-01 12:50:00,-74.73009,6.514207,16,6,118,low traffic,17
711,0x100000000000d,2023-12-01 12:51:00,-74.92923,6.416115,41,6,281,low traffic,42
712,0x1000000000011,2023-12-01 12:52:00,-74.792435,6.312358,17,3,137,clear,17
713,0x1000000000005,2023-12-01 12:53:00,-74.49296,6.2411056,24,10,155,clear,24
714,0x100000000001b,2023-12-01 12:54:00,-75.45312,6.186002,33,9,198,low traffic,34
715,0x100000000001a,2023-12-01 12:55:00,-75.199936,6.4978533,46,10,201,high congestion,48
716,0x1000000000001,2023-12-01 12:56:00,-74.99811,6.399308,28,5,274,high congestion,30
717,0x1000000000018,2023-12-01 12:57:00,-75.28855,6.8929296,38,9,210,average traffic,39
718,0x100000000001e,2023-12-01 12:58:00,-74.96129,6.412359,16,9,184,clear,16
719,0x1000000000023,2023-12-01 12:59:00,-75.3738,7.038239,20,4,227,average traffic,22
720,0x1000000000003,2023-12-01 13:00:00,-75.28434,6.774408,42,7,190,average traffic,44
721,0x1000000000018,2023-12-01 13:01:00,-74.56833,6.306514,23,7,280,average traffic,23
722,0x1000000000019,2023-12-01 13:02:00,-75.442245,6.649256,26,8,183,average traffic,28
723,0x1000000000007,2023-12-01 13:03:00,-75.224144,7.1194925,31,7,224,low traffic,32
724,0x1000000000009,2023-12-01 13:04:00,-75.059845,6.2508445,21,8,253,average traffic,21
725,0x100000000001c,2023-12-01 13:05:00,-75.008026,6.674167,47,2,144,clear,47
726,0x1000000000016,2023-12-01 13:06:00,-74.76146,6.603563,14,7,256,low traffic,14
727,0x1000000000014,2023-12-01 13:07:00,-74.72218,6.1681395,32,10,194,low traffic,33
728,0x100000000001c,2023-12-01 13:08:00,-75.04307,6.9052134,41,6,130,average traffic,41
729,0x1000000000013,2023-12-01 13:09:00,-74.879814,6.4893446,26,8,156,high congestion,28
730,0x1000000000002,2023-12-01 13:10:00,-74.56945,6.4642224,22,6,195,high congestion,23
731,0x1000000000011,2023-12-01 13:11:00,-74.5488,6.4152317,28,4,272,high congestion,30
732,0x100000000000f,2023-12-01 13:12:00,-74.95561,6.5520563,16,3,294,average traffic,18
733,0x1000000000023,2023-12-01 13:13:00,-74.54584,7.029258,34,6,273,low traffic,35
734,0x1000000000011,2023-12-01 13:14:00,-74.88898,6.997552,17,6,133,low traffic,19
735,0x1000000000003,2023-12-01 13:15:00,-75.09381,6.8671994,20,7,133,average traffic,22
736,0x1000000000007,2023-12-01 13:16:00,-75.118416,6.872988,35,2,150,low traffic,35
737,0x1000000000015,2023-12-01 13:17:00,-74.46657,6.1537986,34,9,239,average traffic,34
738,0x1000000000013,2023-12-01 13:18:00,-74.913315,6.9890723,43,6,185,clear,45
739,0x1000000000026,2023-12-01 13:19:00,-74.655975,6.375976,32,8,286,low traffic,34
740,0x1000000000004,2023-12-01 13:20:00,-75.097855,6.9095507,10,8,264,high congestion,12
741,0x1000000000001,2023-12-01 13:21:00,-74.58588,6.8309245,37,9,104,average traffic,38
742,0x100000000001b,2023-12-01 13:22:00,-75.31263,6.4868145,48,9,298,average traffic,48
743,0x100000000001f,2023-12-01 13:23:00,-74.545586,6.777144,31,2,210,average traffic,33
744,0x1000000000009,2023-12-01 13:24:00,-74.88683,6.215434,20,4,156,high congestion,20
745,0x1000000000013,2023-12-01 13:25:00,-74.792076,6.862314,28,6,268,average traffic,29
746,0x100000000000f,2023-12-01 13:26:00,-75.272446,7.011499,22,8,183,average traffic,23
747,0x1000000000000,2023-12-01 13:27:00,-75.115654,6.693202,22,7,169,low traffic,23
748,0x1000000000025,2023-12-01 13:28:00,-74.99633,6.7208724,10,6,115,average traffic,11
749,0x1000000000009,2023-12-01 13:29:00,-74.67238,6.4323697,33,10,224,average traffic,34
750,0x1000000000006,2023-12-01 13:30:00,-75.31764,6.8549213,17,10,209,average traffic,17
751,0x1000000000024,2023-12-01 13:31:00,-75.16887,6.874712,45,1,221,high congestion,47
752,0x1000000000019,2023-12-01 13:32:00,-74.855,6.9600906,35,3,160,high congestion,36
753,0x1000000000004,2023-12-01 13:33:00,-75.27127,6.5806303,43,8,149,average traffic,44
754,0x100000000000a,2023-12-01 13:34:00,-75.097404,7.105134,46,8,155,clear,46
755,0x1000000000008,2023-12-01 13:35:00,-75.4118,6.549722,20,2,123,average traffic,21
756,0x1000000000006,2023-12-01 13:36:00,-74.92688,6.5953693,29,3,226,high congestion,29
757,0x1000000000021,2023-12-01 13:37:00,-75.1819,6.877024,33,3,119,low traffic,33
758,0x1000000000025,2023-12-01 13:38:00,-74.94424,6.2461276,21,9,224,low traffic,21
759,0x1000000000002,2023-12-01 13:39:00,-75.18921,6.4354386,22,1,223,high congestion,23
760,0x1000000000002,2023-12-01 13:40:00,-74.59447,6.153574,46,1,273,high congestion,47
761,0x1000000000009,2023-12-01 13:41:00,-74.85054,6.696978,37,1,281,average traffic,37
762,0x1000000000013,2023-12-01 13:42:00,-75.03207,6.5659943,49,6,200,low traffic,51
763,0x1000000000016,2023-12-01 13:43:00,-74.61286,6.9446483,17,7,148,average traffic,17
764,0x100000000000b,2023-12-01 13:44:00,-75.414,7.1160855,48,4,202,low traffic,49
765,0x1000000000017,2023-12-01 13:45:00,-75.43535,6.1811233,33,8,223,clear,33
766,0x100000000001b,2023-12-01 13:46:00,-74.82292,6.2977448,26,3,283,low traffic,27
767,0x1000000000024,2023-12-01 13:47:00,-75.09324,6.575642,25,3,182,high congestion,25
768,0x100000000001d,2023-12-01 13:48:00,-74.64651,7.0288515,20,6,140,average traffic,22
769,0x100000000001a,2023-12-01 13:49:00,-74.936485,6.5044146,43,7,121,clear,43
770,0x1000000000015,2023-12-01 13:50:00,-74.87099,6.612775,45,9,188,clear,45
771,0x100000000000a,2023-12-01 13:51:00,-75.1436,6.998366,44,2,110,average traffic,44
772,0x1000000000027,2023-12-01 13:52:00,-75.03201,6.2535076,22,10,172,low traffic,23
773,0x1000000000021,2023-12-01 13:53:00,-74.7558,7.126181,14,7,119,low traffic,14
774,0x1000000000005,2023-12-01 13:54:00,-74.89953,6.2746572,15,5,233,clear,16
775,0x1000000000001,2023-12-01 13:55:00,-75.1704,7.057687,27,3,102,low traffic,29
776,0x100000000001d,2023-12-01 13:56:00,-75.29316,6.8849545,24,1,231,low traffic,25
777,0x1000000000015,2023-12-01 13:57:00,-74.98001,6.8450255,43,2,287,average traffic,45
778,0x1000000000005,2023-12-01 13:58:00,-74.98397,6.7144103,19,5,112,high congestion,20
779,0x100000000001b,2023-12-01 13:59:00,-75.063675,6.2096744,26,4,102,average traffic,26
780,0x100000000001c,2023-12-01 14:00:00,-75.075455,6.6639595,30,10,273,average traffic,30
781,0x1000000000010,2023-12-01 14:01:00,-74.7976,7.121993,22,4,258,high congestion,23
782,0x1000000000025,2023-12-01 14:02:00,-75.33439,6.5699058,23,8,208,average traffic,25
783,0x100000000000c,2023-12-01 14:03:00,-75.315125,6.434347,47,8,224,low traffic,48
784,0x1000000000001,2023-12-01 14:04:00,-75.10136,7.0665784,17,6,201,clear,19
785,0x1000000000006,2023-12-01 14:05:00,-75.332275,6.4087696,47,1,128,average traffic,49
786,0x1000000000024,2023-12-01 14:06:00,-74.747116,7.07889,48,1,174,high congestion,49
787,0x100000000001b,2023-12-01 14:07:00,-75.43541,6.9879785,44,6,282,clear,45
788,0x1000000000020,2023-12-01 14:08:00,-74.901344,6.761881,18,3,180,average traffic,19
789,0x1000000000009,2023-12-01 14:09:00,-75.252205,6.475861,28,2,237,low traffic,30
790,0x1000000000003,2023-12-01 14:10:00,-74.51978,6.6060147,22,5,171,high congestion,23
791,0x1000000000025,2023-12-01 14:11:00,-74.53675,6.211007,45,8,199,low traffic,47
792,0x1000000000000,2023-12-01 14:12:00,-74.47237,7.0473204,20,9,210,clear,21
793,0x1000000000015,2023-12-01 14:13:00,-74.47476,7.0785966,50,2,227,low traffic,50
794,0x100000000001c,2023-12-01 14:14:00,-74.49984,6.1875844,35,3,212,clear,37
795,0x1000000000013,2023-12-01 14:15:00,-75.31666,6.8464794,32,6,240,average traffic,32
796,0x100000000000a,2023-12-01 14:16:00,-75.42553,6.661043,17,4,229,average traffic,17
797,0x1000000000006,2023-12-01 14:17:00,-74.51542,6.3072953,19,2,108,average traffic,21
798,0x1000000000017,2023-12-01 14:18:00,-74.62534,6.633518,26,8,212,average traffic,26
799,0x1000000000011,2023-12-01 14:19:00,-75.037384,6.9820447,31,5,196,high congestion,31
800,0x100000000000c,2023-12-01 14:20:00,-75.372734,7.0856223,44,3,120,low traffic,44
801,0x1000000000004,2023-12-01 14:21:00,-74.80739,7.0361958,22,8,131,low traffic,24
802,0x1000000000014,2023-12-01 14:22:00,-75.176315,6.3921957,17,8,266,clear,18
803,0x1000000000001,2023-12-01 14:23:00,-74.60769,6.8915267,33,7,278,low traffic,35
804,0x100000000000e,2023-12-01 14:24:00,-74.834404,6.2273855,17,1,217,low traffic,17
805,0x1000000000016,2023-12-01 14:25:00,-75.205734,6.768555,30,2,149,clear,32
806,0x1000000000025,2023-12-01 14:26:00,-75.03612,6.541327,47,7,174,low traffic,49
807,0x1000000000005,2023-12-01 14:27:00,-74.821045,6.9748626,11,3,150,average traffic,12
808,0x1000000000021,2023-12-01 14:28:00,-74.747025,6.2214017,29,3,277,low traffic,30
809,0x1000000000027,2023-12-01 14:29:00,-74.49091,6.900315,19,9,200,low traffic,19
810,0x1000000000015,2023-12-01 14:30:00,-74.869865,6.584607,30,8,212,low traffic,30
811,0x1000000000005,2023-12-01 14:31:00,-74.66041,6.8643107,39,9,292,low traffic,39
812,0x100000000000b,2023-12-01 14:32:00,-74.98095,7.125307,11,9,263,low traffic,12
813,0x100000000001a,2023-12-01 14:33:00,-75.41859,6.3709116,40,9,141,low traffic,42
814,0x1000000000024,2023-12-01 14:34:00,-75.34297,6.3569627,46,4,292,low traffic,48
815,0x1000000000003,2023-12-01 14:35:00,-74.82469,6.9563456,37,9,173,low traffic,38
816,0x1000000000024,2023-12-01 14:36:00,-74.47095,6.247107,50,3,265,low traffic,50
817,0x1000000000016,2023-12-01 14:37:00,-74.56676,7.125768,18,8,269,average traffic,19
818,0x1000000000024,2023-12-01 14:38:00,-74.65074,6.818066,21,2,224,low traffic,23
819,0x1000000000013,2023-12-01 14:39:00,-74.54669,7.138565,45,4,242,high congestion,45
820,0x1000000000002,2023-12-01 14:40:00,-75.00203,6.961954,33,8,280,clear,33
821,0x100000000000d,2023-12-01 14:41:00,-74.48272,7.1209645,38,1,300,average traffic,40
822,0x1000000000013,2023-12-01 14:42:00,-74.67218,6.5305214,37,10,188,average traffic,38
823,0x100000000000a,2023-12-01 14:43:00,-75.24738,6.667696,32,8,195,low traffic,33
824,0x100000000000d,2023-12-01 14:44:00,-75.36324,6.6729712,13,10,163,low traffic,13
825,0x1000000000011,2023-12-01 14:45:00,-74.68252,6.7902308,27,5,127,low traffic,28
826,0x1000000000021,2023-12-01 14:46:00,-74.50819,6.523176,39,6,284,high congestion,40
827,0x1000000000013,2023-12-01 14:47:00,-75.303825,6.3473473,13,3,154,low traffic,13
828,0x1000000000016,2023-12-01 14:48:00,-74.79644,6.317229,24,9,277,high congestion,24
829,0x1000000000006,2023-12-01 14:49:00,-74.73684,6.8518457,31,7,168,average traffic,32
830,0x100000000000d,2023-12-01 14:50:00,-75.00122,7.0874496,48,5,231,clear,49
831,0x1000000000007,2023-12-01 14:51:00,-75.298874,6.454859,11,2,255,low traffic,12
832,0x1000000000015,2023-12-01 14:52:00,-75.13857,6.526182,29,5,291,high congestion,29
833,0x100000000001a,2023-12-01 14:53:00,-74.648,6.684583,38,7,230,average traffic,39
834,0x1000000000022,2023-12-01 14:54:00,-74.52443,6.169203,13,9,205,high congestion,13
835,0x1000000000020,2023-12-01 14:55:00,-74.77472,6.200783,34,4,168,average traffic,34
836,0x1000000000025,2023-12-01 14:56:00,-75.066605,6.444726,41,10,288,high congestion,43
837,0x100000000001c,2023-12-01 14:57:00,-75.28827,7.099882,46,7,103,clear,47
838,0x1000000000002,2023-12-01 14:58:00,-74.72048,6.72766,20,8,117,average traffic,22
839,0x100000000001f,2023-12-01 14:59:00,-74.53929,6.6302376,49,6,252,low traffic,50
840,0x1000000000024,2023-12-01 15:00:00,-75.237595,6.233957,45,7,251,average traffic,47
841,0x1000000000018,2023-12-01 15:01:00,-74.72596,7.144762,14,10,124,low traffic,16
842,0x1000000000015,2023-12-01 15:02:00,-75.197716,6.9958777,16,7,132,average traffic,16
843,0x1000000000027,2023-12-01 15:03:00,-74.69157,6.253356,20,9,134,average traffic,22
844,0x100000000000f,2023-12-01 15:04:00,-75.05335,6.9496775,24,8,257,low traffic,24
845,0x100000000001f,2023-12-01 15:05:00,-74.69916,6.1942663,34,3,143,low traffic,36
846,0x1000000000019,2023-12-01 15:06:00,-75.19737,6.94719,42,9,210,low traffic,42
847,0x1000000000005,2023-12-01 15:07:00,-75.221596,6.2286515,32,2,280,average traffic,32
848,0x100000000000f,2023-12-01 15:08:00,-74.60704,6.4390182,12,9,112,average traffic,13
849,0x1000000000020,2023-12-01 15:09:00,-74.82167,6.880197,26,10,158,low traffic,28
850,0x100000000000b,2023-12-01 15:10:00,-75.05164,6.5392184,41,9,129,high congestion,43
851,0x1000000000009,2023-12-01 15:11:00,-75.16357,6.4759235,29,2,128,average traffic,31
852,0x1000000000000,2023-12-01 15:12:00,-74.72763,6.7824287,26,9,180,high congestion,27
853,0x100000000000d,2023-12-01 15:13:00,-74.68242,6.9432197,41,5,135,low traffic,42
854,0x1000000000007,2023-12-01 15:14:00,-75.07973,6.189062,18,7,157,average traffic,20
855,0x1000000000021,2023-12-01 15:15:00,-75.37137,6.6242223,43,5,167,low traffic,43
856,0x100000000000a,2023-12-01 15:16:00,-74.57679,6.916725,10,7,233,high congestion,11
857,0x1000000000008,2023-12-01 15:17:00,-74.83699,6.4422607,12,10,207,clear,12
858,0x100000000000c,2023-12-01 15:18:00,-74.93146,6.578948,16,6,217,low traffic,18
859,0x100000000001f,2023-12-01 15:19:00,-75.04614,6.402637,39,3,293,high congestion,41
860,0x1000000000022,2023-12-01 15:20:00,-75.449165,6.251318,16,2,106,high congestion,17
861,0x1000000000010,2023-12-01 15:21:00,-74.82151,6.2927055,28,5,243,average traffic,28
862,0x1000000000015,2023-12-01 15:22:00,-75.08967,7.0728707,35,5,169,clear,35
863,0x100000000001b,2023-12-01 15:23:00,-74.492744,6.9447026,10,6,154,high congestion,10
864,0x1000000000024,2023-12-01 15:24:00,-74.48358,6.730939,44,8,136,low traffic,44
865,0x100000000001a,2023-12-01 15:25:00,-74.54689,6.991132,32,3,265,low traffic,33
866,0x1000000000019,2023-12-01 15:26:00,-74.78979,6.480742,14,7,149,high congestion,15
867,0x1000000000003,2023-12-01 15:27:00,-74.59896,6.1922107,15,9,231,average traffic,17
868,0x1000000000003,2023-12-01 15:28:00,-74.84452,6.405912,21,1,295,clear,22
869,0x100000000000b,2023-12-01 15:29:00,-74.5588,6.5980616,50,4,224,low traffic,52
870,0x1000000000000,2023-12-01 15:30:00,-75.18691,6.4205527,32,7,118,low traffic,32
871,0x1000000000001,2023-12-01 15:31:00,-74.73859,6.5486603,37,7,290,low traffic,37
872,0x1000000000023,2023-12-01 15:32:00,-75.153336,6.262572,49,7,206,low traffic,50
873,0x1000000000017,2023-12-01 15:33:00,-74.468864,6.348253,27,1,215,low traffic,27
874,0x1000000000024,2023-12-01 15:34:00,-75.18281,6.244535,19,9,129,high congestion,20
875,0x100000000000d,2023-12-01 15:35:00,-75.237434,6.38552,31,7,209,high congestion,33
876,0x1000000000013,2023-12-01 15:36:00,-74.66867,6.8421307,21,8,253,low traffic,21
877,0x1000000000027,2023-12-01 15:37:00,-74.885796,6.2352924,16,2,236,clear,17
878,0x1000000000004,2023-12-01 15:38:00,-74.615234,6.6436343,39,4,198,low traffic,40
879,0x1000000000021,2023-12-01 15:39:00,-75.37781,7.0700006,46,3,285,low traffic,47
880,0x1000000000024,2023-12-01 15:40:00,-75.421135,6.186991,22,2,116,low traffic,24
881,0x1000000000027,2023-12-01 15:41:00,-75.0943,7.1423945,15,8,115,average traffic,17
882,0x1000000000008,2023-12-01 15:42:00,-75.362854,7.0351453,38,5,254,high congestion,38
883,0x1000000000007,2023-12-01 15:43:00,-75.020966,6.9892826,35,1,156,low traffic,36
884,0x100000000000a,2023-12-01 15:44:00,-74.47222,7.0784926,35,5,203,high congestion,36
